"id","source","pmid","doi","title","authorString","journalTitle","pubYear","journalIssn","pageInfo","pubType","isOpenAccess","inEPMC","inPMC","hasPDF","hasBook","hasSuppl","citedByCount","hasReferences","hasTextMinedTerms","hasDbCrossReferences","hasLabsLinks","hasTMAccessionNumbers","firstIndexDate","firstPublicationDate","pmcid","issue","journalVolume","versionNumber"
"40365032","MED","40365032","10.5588/ijtldopen.24.0515","Effectiveness of a bedaquiline, linezolid, clofazimine 'core' for multidrug-resistant TB.","Zeng C, Hernán MA, Trevisi L, Sauer S, Mitnick CD, Hewison C, Bastard M, Khan P, Seung KJ, Rich ML, Law S, Kikvidze M, Kirakosyan O, Miankou A, Thit P, Mamsa S, Janmohamed A, Melikyan N, Ahmed S, Vargas D, Binegdie AB, Temirova K, Oyewusi L, Philippe K, Vilbrun SC, Khan U, Huerga H, Franke MF.","IJTLD Open","2025","3005-7590","269-275","research-article; journal article","Y","Y","Y","Y","N","Y",0,"Y","Y","N","N","N","2025-05-21","2025-05-12","PMC12068452","5","2",NA
"40529208","MED","40529208","10.1136/bmjmed-2025-001336","Detection bias and the role of negative control outcomes.","Núñez I, Matthews AA.","BMJ Med","2025","2754-0413","e001336","research-article; journal article","Y","Y","Y","Y","N","N",0,"Y","Y","N","Y","N","2025-06-18","2025-06-13","PMC12172073","1","4",NA
"35506497","MED","35506497","10.2217/cer-2022-0071","R WE ready for reimbursement? A round up of developments in real-world evidence relating to health technology assessment: part 7.","Simpson A, Ramagopalan SV.","J Comp Eff Res","2022","2042-6305; 2042-6313; ","699-701","journal article","N","N","N","N","N","N",3,"N","N","N","N","N","2022-05-04","2022-05-04",NA,"10","11",NA
"PPR650644","PPR",NA,"10.22541/au.168240423.37499227/v1","Statin Use and Risk of Intracerebral Hemorrhage in Older patients: A Population-Based, Matched Cohort Study","Xu Y, Ji D, Dong S, Wang T, Wei J, Shen P, Lin H, Shi L, Guan X.",NA,"2023",NA,NA,"preprint","N","N","N","N","N","N",0,"N","Y","N","N","N","2023-04-27","2023-04-25",NA,NA,NA,1
"36252741","MED","36252741","10.1016/j.jclinepi.2022.10.005","Causal analyses with target trial emulation for real-world evidence removed large self-inflicted biases: systematic bias assessment of ovarian cancer treatment effectiveness.","Kuehne F, Arvandi M, Hess LM, Faries DE, Matteucci Gothe R, Gothe H, Beyrer J, Zeimet AG, Stojkov I, Mühlberger N, Oberaigner W, Marth C, Siebert U.","J Clin Epidemiol","2022","0895-4356; 1878-5921; ","269-280","randomized controlled trial; journal article","N","N","N","N","N","N",10,"N","Y","N","Y","N","2022-10-18","2022-10-15",NA,NA,"152",NA
"PPR802944","PPR",NA,"10.1101/2024.02.05.24302354","Comparative Effectiveness of Second-line Antihyperglycemic Agents for Cardiovascular Outcomes: A Large-scale, Multinational, Federated Analysis of the LEGEND-T2DM Study","Khera R, Aminorroaya A, Dhingra LS, Thangaraj PM, Camargos AP, Bu F, Ding X, Nishimura A, Anand TV, Arshad F, Blacketer C, Chai Y, Chattopadhyay S, Cook M, Dorr DA, Duarte-Salles T, DuVall SL, Falconer T, French TE, Hanchrow EE, Kaur G, Lau WC, Li J, Li K, Liu Y, Lu Y, Man KK, Matheny ME, Mathioudakis N, McLeggon J, McLemore MF, Minty E, Morales DR, Nagy P, Ostropolets A, Pistillo A, Phan T, Pratt N, Reyes C, Richter L, Ross J, Ruan E, Seager SL, Simon KR, Viernes B, Yang J, Yin C, You SC, Zhou JJ, Ryan PB, Schuemie MJ, Krumholz HM, Hripcsak G, Suchard MA.",NA,"2024",NA,NA,"preprint","N","N","N","N","N","N",0,"N","Y","N","N","N","2024-02-09","2024-02-07",NA,NA,NA,NA
"36205998","MED","36205998","10.1001/jamanetworkopen.2022.34971","Survival Benefit of First Single-Organ Deceased Donor Kidney Transplantation Compared With Long-term Dialysis Across Ages in Transplant-Eligible Patients With Kidney Failure.","Strohmaier S, Wallisch C, Kammer M, Geroldinger A, Heinze G, Oberbauer R, Haller MC.","JAMA Netw Open","2022","2574-3805","e2234971","research support, non-u.s. gov't; research-article; randomized controlled trial; journal article","Y","Y","Y","N","N","Y",50,"Y","Y","N","Y","N","2022-10-08","2022-10-03","PMC9547326","10","5",NA
"PPR654533","PPR",NA,"10.1101/2023.05.03.23289084","Effect of Nirmatrelvir/Ritonavir (Paxlovid) on Hospitalization among Adults with COVID-19: an EHR-based Target Trial Emulation from N3C","Bhatia A, Preiss AJ, Xiao X, Brannock MD, Alexander GC, Chew RF, Fitzgerald M, Hill E, Kelly EP, Mehta HB, Madlock-Brown C, Wilkins KJ, Chute CG, Haendel M, Moffitt R, Pfaff ER, The N3C Consortium.",NA,"2023",NA,NA,"preprint","Y","Y","N","Y","N","Y",0,"Y","Y","N","N","N","2023-05-06","2023-05-04",NA,NA,NA,NA
"35935819","MED","35935819","10.3389/fphar.2022.904824","The Use of the Target Trial Approach in Perinatal Pharmacoepidemiology: A Scoping Review Protocol.","Leal LF, Grandi SM, Mota DM, Ferreira PJG, Gore G, Platt RW.","Front Pharmacol","2022","1663-9812","904824","methods-article; journal article","Y","Y","Y","Y","N","Y",1,"Y","Y","N","Y","N","2022-08-08","2022-07-22","PMC9354606",NA,"13",NA
"38112680","MED","38112680","10.23736/s1973-9087.23.08338-7","Improving the quality of evidence production in rehabilitation. Results of the 5th Cochrane Rehabilitation Methodological Meeting.","Negrini S, Kiekens C, Levack WM, Meyer-Feil T, Arienti C, Côté P, Participants in the 5th Cochrane Rehabilitation Methodological Meeting.","Eur J Phys Rehabil Med","2024","1973-9087; 1973-9095; ","130-134","journal article; observational study","N","N","N","N","N","N",3,"Y","Y","N","Y","N","2023-12-23","2023-12-19",NA,"1","60",NA
"37037034","MED","37037034","10.7326/m22-2222","Estimated Effect of Parathyroidectomy on Long-Term Kidney Function in Adults With Primary Hyperparathyroidism.","Seib CD, Ganesan C, Furst A, Pao AC, Chertow GM, Leppert JT, Suh I, Montez-Rath ME, Harris AHS, Trickey AW, Kebebew E, Kurella Tamura M.","Ann Intern Med","2023","0003-4819; 1539-3704; ","624-631","research-article; research support, u.s. gov't, non-p.h.s.; journal article; research support, n.i.h., extramural; observational study","N","Y","Y","Y","N","Y",7,"Y","Y","N","Y","N","2023-04-11","2023-04-11","PMC10866201","5","176",NA
"PMC11518019","PMC",NA,NA,"Mortality related to different circulatory diseases: a multiple causes of death analysis, 2008-2022",NA,"Eur J Public Health","2024","1101-1262; 1464-360x; ",NA,"abstract","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2024-11-02","2024-10-28","PMC11518019","suppl 3","34",NA
"36814287","MED","36814287","10.1186/s13054-023-04307-x","Oxygenation thresholds for invasive ventilation in hypoxemic respiratory failure: a target trial emulation in two cohorts.","Yarnell CJ, Angriman F, Ferreyro BL, Liu K, De Grooth HJ, Burry L, Munshi L, Mehta S, Celi L, Elbers P, Thoral P, Brochard L, Wunsch H, Fowler RA, Sung L, Tomlinson G.","Crit Care","2023","1364-8535; 1466-609x; ","67","research-article; journal article","Y","Y","Y","Y","N","Y",10,"Y","Y","N","Y","N","2023-02-24","2023-02-22","PMC9944781","1","27",NA
"PPR669967","PPR",NA,"10.1101/2023.05.26.23290602","Paxlovid (nirmatrelvir/ritonavir) effectiveness against hospitalization and death in N3C: A target trial emulation study","Hansen K, Makkar SR, Sahner D, Fessel J, Hotaling N, Sidky H.",NA,"2023",NA,NA,"preprint","N","N","N","N","N","Y",0,"N","Y","N","N","N","2023-06-05","2023-06-03",NA,NA,NA,NA
"35332434","MED","35332434","10.1007/s40273-022-01141-x","Target Trial Emulation for Transparent and Robust Estimation of Treatment Effects for Health Technology Assessment Using Real-World Data: Opportunities and Challenges.","Gomes M, Latimer N, Soares M, Dias S, Baio G, Freemantle N, Dawoud D, Wailoo A, Grieve R.","Pharmacoeconomics","2022","1170-7690; 1179-2027; ","577-586","research support, non-u.s. gov't; journal article","N","N","N","N","N","N",10,"N","N","N","Y","N","2022-03-28","2022-03-25",NA,"6","40",NA
"36203944","MED","36203944","10.1016/j.pmedr.2022.101995","Association between lifestyle and metabolic syndrome incidence of workers in northern Okinawa, Japan: A cohort study.","Kishimoto T, Churiki M, Miyazato T, Yamashiro A, Nagasawa Y, Shokita H.","Prev Med Rep","2022","2211-3355","101995","research-article; journal article","Y","Y","Y","Y","N","N",2,"Y","Y","N","N","N","2022-10-07","2022-09-19","PMC9529971",NA,"30",NA
"36750923","MED","36750923","10.1186/s13054-023-04335-7","Study claiming target in sepsis with erythromycin has no effect upon mortality and secondary outcomes includes patients with CRRT and RRT.","Honore PM, Blackman S, Perriens E, Bousbiat I.","Crit Care","2023","1364-8535; 1466-609x; ","52","letter; comment","Y","Y","Y","Y","N","N",1,"Y","Y","N","N","N","2023-02-08","2023-02-07","PMC9906899","1","27",NA
"36335315","MED","36335315","10.1186/s12874-022-01768-6","Real-world data: a brief review of the methods, applications, challenges and opportunities.","Liu F, Panagiotakos D.","BMC Med Res Methodol","2022","1471-2288","287","review-article; review; journal article","Y","Y","Y","Y","N","N",174,"Y","Y","N","Y","N","2022-11-06","2022-11-05","PMC9636688","1","22",NA
"37229445","MED","37229445","10.1016/j.xkme.2023.100633","Renin-Angiotensin System Inhibitors in Advanced CKD: a #NephJC Editorial on STOP-ACEi.","Thanabalasingam S, Popa C, Arora N, Hiremath S, Teakell J.","Kidney Med","2023","2590-0595","100633","editorial","Y","Y","Y","Y","N","N",1,"Y","Y","N","Y","N","2023-05-26","2023-03-25","PMC10202771","5","5",NA
"38331890","MED","38331890","10.1038/s41467-024-45334-8","Comparative effectiveness of alternative intervals between first and second doses of the mRNA COVID-19 vaccines.","Shioda K, Breskin A, Harati P, Chamberlain AT, Komura T, Lopman BA, Rogawski McQuade ET.","Nat Commun","2024","2041-1723","1214","research-article; journal article","Y","Y","Y","Y","N","Y",4,"Y","Y","N","Y","N","2024-02-09","2024-02-09","PMC10853518","1","15",NA
"35987402","MED","35987402","10.1016/j.jclinepi.2022.08.006","Thromboprophylaxis with standard-dose vs. flexible-dose heparin for hospitalized COVID-19 patients: a target trial emulation.","Martínez-Alés G, Domingo-Relloso A, Quintana-Díaz M, Fernández-Capitán C, Hernán MA, COVID@HULP Group.","J Clin Epidemiol","2022","0895-4356; 1878-5921; ","96-103","research support, non-u.s. gov't; research-article; journal article","Y","Y","Y","Y","N","Y",5,"Y","Y","N","Y","N","2022-08-22","2022-08-18","PMC9385269",NA,"151",NA
"37603339","MED","37603339","10.1001/jamainternmed.2023.3587","Late Mortality After COVID-19 Infection Among US Veterans vs Risk-Matched Comparators: A 2-Year Cohort Analysis.","Iwashyna TJ, Seelye S, Berkowitz TS, Pura J, Bohnert ASB, Bowling CB, Boyko EJ, Hynes DM, Ioannou GN, Maciejewski ML, O'Hare AM, Viglianti EM, Womer J, Prescott HC, Smith VA, VA HSR&D COVID-19 Observational Research Collaboratory.","JAMA Intern Med","2023","2168-6106; 2168-6114; ","1111-1119","research support, non-u.s. gov't; research-article; journal article","Y","Y","Y","N","N","Y",17,"Y","Y","N","Y","N","2023-08-22","2023-10-01","PMC10442778","10","183",NA
"38187098","MED","38187098","10.1016/j.lanwpc.2023.100997","Clinical Oncology Society of Australia annual scientific meeting, November 1-3, 2023.","Caga-Meller J.","Lancet Reg Health West Pac","2023","2666-6065","100997","other; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","Y","N","2024-01-09","2023-12-14","PMC10770516",NA,"41",NA
"37210593","MED","37210593","10.1093/oncolo/oyad130","Regarding ""Neoadjuvant Versus Adjuvant Chemotherapy for Resectable Metastatic Colon Cancer in Non-academic and Academic Programs"".","Su IH, Lund JL, Gaber CE, Sanoff HK, Strassle PD, Duchesneau ED.","Oncologist","2023","1083-7159; 1549-490x; ","e588-e589","comment; letter; editorial","Y","Y","Y","Y","N","N",2,"Y","Y","N","N","N","2023-05-21","2023-07-01","PMC10322127","7","28",NA
"34270458","MED","34270458","10.4269/ajtmh.21-0482","The Need for a Practical Approach to Evaluate the Effectiveness of COVID-19 Vaccines for Low- and Middle-Income Countries.","Nsanzimana S, Gupta A, Uwizihiwe JP, Haggstrom J, Dron L, Arora P, Park JJH.","Am J Trop Med Hyg","2021","0002-9637; 1476-1645; ","561-563","research-article; journal article","Y","Y","Y","Y","N","N",4,"Y","Y","N","Y","N","2021-07-17","2021-07-16","PMC8592367","3","105",NA
"39365115","MED","39365115","10.1097/ccm.0000000000006444","Comparative Effectiveness of Baricitinib Versus Tocilizumab in Hospitalized Patients With COVID-19: A Retrospective Cohort Study of the National Covid Collaborative.","Patanwala AE, Xiao X, Hills TE, Higgins AM, McArthur CJ, Alexander GC, Mehta HB, National Covid Cohort Collaborative (N3C) Consortium.","Crit Care Med","2025","0090-3493; 1530-0293; ","e29-e41","comparative study; multicenter study; journal article","N","N","N","N","N","N",3,"Y","Y","N","Y","N","2024-10-04","2024-10-04",NA,"1","53",NA
"36215715","MED","36215715","10.7326/m22-1856","Effectiveness of mRNA COVID-19 Vaccine Boosters Against Infection, Hospitalization, and Death: A Target Trial Emulation in the Omicron (B.1.1.529) Variant Era.","Ioannou GN, Bohnert ASB, O'Hare AM, Boyko EJ, Maciejewski ML, Smith VA, Bowling CB, Viglianti E, Iwashyna TJ, Hynes DM, Berry K, COVID-19 Observational Research Collaboratory (CORC).","Ann Intern Med","2022","0003-4819; 1539-3704; ","1693-1706","other; research support, u.s. gov't, non-p.h.s.; journal article","Y","Y","Y","Y","N","Y",33,"Y","Y","N","Y","N","2022-10-11","2022-10-11","PMC9575390","12","175",NA
"39267410","MED","39267410","10.1002/ejhf.3464","Timing of sodium-glucose cotransporter 2 inhibitor initiation and post-discharge outcomes in acute heart failure with diabetes: A population-based cohort study.","Wu CY, Shah BR, Sharma A, Sheng Y, Liu PP, Kopp A, Saskin R, Edwards JD, Swardfager W.","Eur J Heart Fail","2025","1388-9842; 1879-0844; ","307-316","research-article; journal article","Y","Y","Y","Y","N","Y",0,"Y","Y","N","Y","Y","2024-09-13","2024-09-12","PMC11860729","2","27",NA
"37026748","MED","37026748","10.2215/cjn.0000000000000129","Safety of Nirmatrelvir/Ritonavir in Dialysis Patients with COVID-19: The End of the Beginning?","Yilmam OA, Leaf DE, Leaf DE.","Clin J Am Soc Nephrol","2023","1555-9041; 1555-905x; ","427-429","comment; editorial","N","Y","Y","N","N","N",0,"Y","Y","N","Y","Y","2023-04-08","2023-04-01","PMC10103203","4","18",NA
"PMC11738375","PMC",NA,NA,"PD24 Robust Real-World Evidence Generation In Comparative Effects Studies – NICE’s Methods Guidance",NA,"Int J Technol Assess Health Care","2022","0266-4623; 1471-6348; ","S98-S98","abstract","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2025-01-18","2022-12-23","PMC11738375","suppl 1","38",NA
"36740144","MED","36740144","10.1016/j.jaci.2023.01.020","Comparative effectiveness of omalizumab, mepolizumab, and dupilumab in asthma: A target trial emulation.","Akenroye AT, Segal JB, Zhou G, Foer D, Li L, Alexander GC, Keet CA, Jackson JW.","J Allergy Clin Immunol","2023","0091-6749; 1097-6825; ","1269-1276","clinical trial; research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural","N","Y","Y","Y","N","Y",23,"Y","Y","N","Y","N","2023-02-06","2023-02-03","PMC10164684","5","151",NA
"37306318","MED","37306318","10.1002/jmv.28868","Effect of tecovirimat on healing time and viral clearance by emulation of a target trial in patients hospitalized for mpox.","Mazzotta V, Cozzi-Lepri A, Lanini S, Mondi A, Carletti F, Tavelli A, Gagliardini R, Vita S, Pinnetti C, Aguglia C, Colavita F, Faccendini P, Matusali G, Faraglia F, Beccacece A, Paulicelli J, Girardi E, Nicastri E, Vaia F, Maggi F, Antinori A.","J Med Virol","2023","0146-6615; 1096-9071; ","e28868","clinical trial; research support, non-u.s. gov't; journal article; observational study","N","N","N","N","N","N",14,"Y","N","N","Y","N","2023-06-12","2023-06-01",NA,"6","95",NA
"PPR580839","PPR",NA,"10.1101/2022.12.05.22283134","Effectiveness of COVID-19 treatment with nirmatrelvir-ritonavir or molnupiravir among U.S. Veterans: target trial emulation studies with one-month and six-month outcomes","Bajema KL, Berry K, Streja E, Rajeevan N, Li Y, Yan L, Cunningham F, Hynes DM, Rowneki M, Bohnert A, Boyko EJ, Iwashyna TJ, Maciejewski ML, Osborne TF, Viglianti EM, Aslan M, Huang GD, Ioannou GN.",NA,"2022",NA,NA,"preprint","Y","Y","N","Y","N","Y",0,"Y","Y","N","N","N","2022-12-08","2022-12-06",NA,NA,NA,NA
"38470393","MED","38470393","10.1001/jama.2024.1755","Treating Attention-Deficit/Hyperactivity Disorder Matters.","Levin FR, Hernandez M, Mariani JJ.","JAMA","2024","0098-7484; 1538-3598; ","831-833","article-commentary; comment; editorial; research support, n.i.h., extramural","N","Y","Y","Y","N","N",2,"Y","Y","N","Y","N","2024-03-13","2024-03-01","PMC11562873","10","331",NA
"36913962","MED","36913962","10.1016/s1473-3099(23)00119-6","The ups and downs of observational vaccine research.","Barda N.","Lancet Infect Dis","2023","1473-3099; 1474-4457; ","767-768","comment; research support, non-u.s. gov't; discussion; journal article","Y","Y","Y","Y","N","N",2,"Y","Y","N","Y","N","2023-03-15","2023-03-10","PMC10005785","7","23",NA
"38008444","MED","38008444","10.1265/ehpm.23-00281","Vaccination, regular exercise, and prevention of chronic lung disease reduce exacerbation of COVID-19 severity in northern Okinawa, Japan: A cross-sectional study.","Kishimoto T, Tasato D, Nagasawa Y, Higure Y, Setoguti M, Tibana R, Yamashiro A, Miyazato T, Shokita H.","Environ Health Prev Med","2023","1342-078x; 1347-4715; ","73","research-article; journal article","Y","Y","Y","Y","N","N",1,"Y","Y","N","Y","N","2023-11-28","2023-01-01","PMC10685076",NA,"28",NA
"39197980","MED","39197980","10.1016/j.jacc.2024.05.069","Comparative Effectiveness of Second-Line Antihyperglycemic Agents for Cardiovascular Outcomes: A Multinational, Federated Analysis of LEGEND-T2DM.","Khera R, Aminorroaya A, Dhingra LS, Thangaraj PM, Pedroso Camargos A, Bu F, Ding X, Nishimura A, Anand TV, Arshad F, Blacketer C, Chai Y, Chattopadhyay S, Cook M, Dorr DA, Duarte-Salles T, DuVall SL, Falconer T, French TE, Hanchrow EE, Kaur G, Lau WCY, Li J, Li K, Liu Y, Lu Y, Man KKC, Matheny ME, Mathioudakis N, McLeggon JA, McLemore MF, Minty E, Morales DR, Nagy P, Ostropolets A, Pistillo A, Phan TP, Pratt N, Reyes C, Richter L, Ross JS, Ruan E, Seager SL, Simon KR, Viernes B, Yang J, Yin C, You SC, Zhou JJ, Ryan PB, Schuemie MJ, Krumholz HM, Hripcsak G, Suchard MA.","J Am Coll Cardiol","2024","0735-1097; 1558-3597; ","904-917","comparative study; multicenter study; journal article","N","N","N","N","N","N",10,"Y","Y","N","Y","N","2024-09-01","2024-09-01",NA,"10","84",NA
"38737003","MED","38737003","10.1016/j.eclinm.2024.102620","Comparison of safety and efficacy between Nirmatrelvir-ritonavir and molnupiravir in the treatment of COVID-19 infection in patients with advanced kidney disease: a retrospective observational study.","Chu WM, Wan EYF, Ting Wong ZC, Tam AR, Kei Wong IC, Yin Chan EW, Ngai Hung IF.","EClinicalMedicine","2024","2589-5370","102620","research-article; journal article","Y","Y","Y","Y","N","Y",2,"Y","Y","N","Y","N","2024-05-13","2024-05-03","PMC11087721",NA,"72",NA
"34980457","MED","34980457","10.1016/j.jvir.2021.10.005","Erratum.",NA,"J Vasc Interv Radiol","2022","1051-0443; 1535-7732; ","95","published erratum; correction","N","Y","Y","Y","N","N",0,"N","Y","N","Y","Y","2022-01-05","2022-01-01","PMC8744068","1","33",NA
"36910458","MED","36910458","10.1136/bmjmed-2022-000229","Efficacy of first dose of covid-19 vaccine versus no vaccination on symptoms of <b>patients</b> with long covid: target trial emulation based on ComPaRe e-cohort.","Tran VT, Perrodeau E, Saldanha J, Pane I, Ravaud P.","BMJ Med","2023","2754-0413","e000229","research-article; journal article","Y","Y","Y","Y","N","N",72,"Y","Y","N","Y","N","2023-03-14","2023-02-01","PMC9978748","1","2",NA
"37884665","MED","37884665","10.1038/s41366-023-01396-0","On the estimation of the effect of weight change on a health outcome using observational data, by utilising the target trial emulation framework.","Katsoulis M, Lai AG, Kipourou DK, Gomes M, Banerjee A, Denaxas S, Lumbers RT, Tsilidis K, Kostara M, Belot A, Dale C, Sofat R, Leyrat C, Hemingway H, Diaz-Ordaz K.","Int J Obes (Lond)","2023","0307-0565; 1476-5497; ","1309-1317","research support, non-u.s. gov't; research-article; journal article; observational study","Y","Y","Y","Y","N","Y",3,"Y","Y","N","Y","N","2023-10-28","2023-10-26","PMC10663146","12","47",NA
"PPR650092","PPR",NA,"10.1101/2023.04.25.23289050","Durability of immunity and clinical protection in nursing home residents following bivalent SARS-CoV-2 vaccination","Gravenstein S, DeVone F, Oyebanji OA, Abul Y, Cao Y, Chan PA, Halladay CW, McConeghy KW, Nugent C, Bosch J, King CL, Wilson BM, Balazs AB, White EM, Canaday DH.",NA,"2023",NA,NA,"preprint","Y","Y","N","Y","N","N",0,"N","Y","N","N","N","2023-04-27","2023-04-25",NA,NA,NA,NA
"37397081","MED","37397081","10.1016/j.jaccao.2023.05.003","Interpreting Nonrandomized Evidence for Clinical Decision Making in Cardio-Oncology.","Chatur S, Fu E, Vaduganathan M.","JACC CardioOncol","2023","2666-0873","329-331","editorial","Y","Y","Y","Y","N","N",2,"Y","Y","N","Y","Y","2023-07-04","2023-06-20","PMC10308051","3","5",NA
"PPR506602","PPR",NA,"10.1101/2022.06.15.22276466","Effectiveness of mRNA COVID-19 vaccine boosters against infection, hospitalization and death: a target trial emulation in the omicron (B.1.1.529) variant era","Ioannou GN, Bohnert AS, O’Hare AM, Boyko EJ, Maciejewski ML, Smith VA, Bowling CB, Viglianti E, Iwashyna TJ, Hynes DM, Berry K, the COVID-19 Observational Research Collaboratory (CORC).",NA,"2022",NA,NA,"preprint","Y","Y","N","Y","N","Y",0,"N","Y","N","Y","N","2022-06-17","2022-06-16",NA,NA,NA,NA
"40361418","MED","40361418","10.3390/cancers17091491","The Role of the Extracellular Matrix in Cancer Prevention.","Baker SG, Sauter ER.","Cancers (Basel)","2025","2072-6694","1491","other; journal article","Y","Y","Y","Y","N","N",0,"Y","Y","N","N","N","2025-05-21","2025-04-29","PMC12070953","9","17",NA
"39585678","MED","39585678","10.1001/jamainternmed.2024.6212","Target Serum Urate Achievement and Chronic Kidney Disease Progression in Patients With Gout and Kidney Disease.","Wang Y, Dalbeth N, Terkeltaub R, Zhang Y, Li X, Zeng C, Lei G, Wei J.","JAMA Intern Med","2025","2168-6106; 2168-6114; ","74-82","research-article; journal article","Y","Y","Y","N","N","Y",2,"Y","Y","N","Y","N","2024-11-25","2025-01-01","PMC11589860","1","185",NA
"37170656","MED","37170656","10.2340/sju.v58.7318","Salvage radiotherapy after radical prostatectomy: functional outcomes in the LAPPRO trial after 8-year follow-up.","Carlsson S, Bock D, Lantz A, Angenete E, Koss Modig K, Hugosson J, Bjartell A, Steineck G, Wiklund P, Haglind E.","Scand J Urol","2023","2168-1805; 2168-1813; ","11-19","controlled clinical trial; journal article","N","N","N","N","N","N",1,"Y","Y","N","Y","N","2023-05-12","2023-05-11",NA,NA,"58",NA
"39348705","MED","39348705","10.7326/m24-0571","Effect of Four Hemoglobin Transfusion Threshold Strategies in Patients With Acute Myocardial Infarction and Anemia : A Target Trial Emulation Using MINT Trial Data.","Portela GT, Carson JL, Swanson SA, Alexander JH, Hébert PC, Goodman SG, Steg PG, Bertolet M, Strom JB, Fergusson DA, Simon T, White HD, Cooper HA, Abbott JD, Rao SV, Chaitman BR, Fordyce CB, Lopes RD, Daneault B, Brooks MM, MINT Investigators.","Ann Intern Med","2024","0003-4819; 1539-3704; ","1489-1498","multicenter study; randomized controlled trial; journal article","N","N","N","N","N","N",2,"Y","Y","N","Y","Y","2024-09-30","2024-10-01",NA,"11","177",NA
"39139277","MED","39139277","10.3310/nihropenres.13472.1","Early special educational needs provision and its impact on unplanned hospital utilisation and school absences in children with isolated cleft lip and/or palate: a demonstration target trial emulation study protocol using ECHILD.","Nguyen VG, Lewis KM, Gilbert R, Dearden L, De Stavola B.","NIHR Open Res","2023","2633-4402","54","other; journal article","Y","Y","Y","Y","N","N",1,"Y","Y","N","N","N","2024-08-14","2023-10-24","PMC11320046",NA,"3",NA
"36823610","MED","36823610","10.1186/s13054-023-04359-z","No evidence for relevant impact of renal replacement therapy on clinical effect of erythromycin in critically ill patients with sepsis.","Reijnders TDY, Peters-Sengers H, van der Poll T.","Crit Care","2023","1364-8535; 1466-609x; ","70","letter; comment","Y","Y","Y","Y","N","Y",0,"Y","Y","N","Y","N","2023-02-24","2023-02-23","PMC9948379","1","27",NA
"40429640","MED","40429640","10.3390/ijms26104494","Sodium-Glucose Cotransporter 2 Inhibitors in Aortic Stenosis: Toward a Comprehensive Cardiometabolic Approach.","Karakasis P, Theofilis P, Patoulias D, Vlachakis PK, Pamporis K, Sagris M, Ktenopoulos N, Kassimis G, Antoniadis AP, Fragakis N.","Int J Mol Sci","2025","1422-0067","4494","review-article; review; journal article","Y","Y","Y","Y","N","Y",2,"Y","Y","N","N","N","2025-05-28","2025-05-08","PMC12111810","10","26",NA
"37424471","MED","37424471","10.3233/jad-230398","Initiation of Antihypertensive Medication from Midlife on Incident Dementia: The Health and Retirement Study.","Wei J, Xu H, Zhang D, Tang H, Wang T, Steck SE, Divers J, Zhang J, Merchant AT.","J Alzheimers Dis","2023","1387-2877; 1875-8908; ","1431-1441","research-article; journal article; research support, n.i.h., extramural; observational study","N","Y","Y","Y","N","Y",5,"Y","Y","N","N","N","2023-07-10","2023-01-01","PMC12056754","4","94",NA
"38241013","MED","38241013","10.1513/annalsats.202306-566oc","Comparative Effectiveness of Mepolizumab, Benralizumab, and Dupilumab among Patients with Difficult-to-Control Asthma: A Multicenter Retrospective Propensity-matched Analysis.","Kearney CM, Sangani R, Shankar D, O'Connor GT, Law AC, Walkey AJ, Bosch NA.","Ann Am Thorac Soc","2024","2329-6933; 2325-6621; ","866-874","comparative study; research-article; multicenter study; journal article","N","Y","Y","Y","N","N",3,"Y","Y","N","Y","N","2024-01-19","2024-06-01","PMC11160126","6","21",NA
"38824136","MED","38824136","10.1038/s41398-024-02911-1","Optimising the use of electronic medical records for large scale research in psychiatry.","Newby D, Taylor N, Joyce DW, Winchester LM.","Transl Psychiatry","2024","2158-3188","232","review-article; review; journal article","Y","Y","Y","Y","N","N",4,"Y","Y","N","Y","N","2024-06-02","2024-06-01","PMC11144247","1","14",NA
"34118301","MED","34118301","10.1053/j.ajkd.2021.03.030","Arteriovenous Access Type and Risk of Mortality, Hospitalization, and Sepsis Among Elderly Hemodialysis Patients: A Target Trial Emulation Approach.","Lyu B, Chan MR, Yevzlin AS, Gardezi A, Astor BC.","Am J Kidney Dis","2022","0272-6386; 1523-6838; ","69-78","randomized controlled trial; journal article","N","N","N","N","N","N",9,"Y","Y","N","Y","N","2021-06-13","2021-06-09",NA,"1","79",NA
"PMC11570168","PMC",NA,NA,"OP47 The Risk-Based Price: Incorporating Uncertainty And Risk Attitudes In Health Technology Pricing",NA,"Int J Technol Assess Health Care","2023","0266-4623; 1471-6348; ","S13-S13","abstract","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2024-11-20","2023-12-14","PMC11570168","suppl 1","39",NA
"34928700","MED","34928700","10.7326/m21-3256","COVID-19 Vaccination Effectiveness Against Infection or Death in a National U.S. Health Care System : A Target Trial Emulation Study.","Ioannou GN, Locke ER, O'Hare AM, Bohnert ASB, Boyko EJ, Hynes DM, Berry K.","Ann Intern Med","2022","0003-4819; 1539-3704; ","352-361","other; journal article","Y","Y","Y","Y","N","Y",41,"Y","Y","N","Y","N","2021-12-23","2021-12-21","PMC8697485","3","175",NA
